dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
1.612522415,1.503777401,1.219030771,1.591192589,0.964305079,0.966908541,0.973874207,0.964725602,0.926235439,0.927317605,0.93069537,0.926396743,183.8516009,171.0854058,134.2450192,182.3713661,0.832565648,0.832355602,0.834693747,0.832033797,0.912450354,0.912335246,0.913615755,0.912158866,Red Spinach Leaf
2.01773045,1.911332203,1.440903067,1.838459029,0.963103074,0.965819094,0.976339069,0.967106574,0.910514113,0.911083988,0.914850271,0.911418533,213.0845656,198.1299452,136.3267333,190.6670538,0.80432909,0.803871854,0.80726795,0.804532764,0.896843961,0.896589011,0.898480912,0.896957504,Red Spinach Leaf
1.707294888,1.563843946,1.412299886,1.791734081,0.96425843,0.96809831,0.970762226,0.961519851,0.924502764,0.925441273,0.928205825,0.924796431,225.364491,201.9065697,183.9208196,243.5417928,0.822563964,0.822503263,0.82417008,0.821473598,0.906953121,0.906919656,0.907838135,0.906351807,Red Spinach Leaf
1.82361158,1.799973904,1.5992509,1.867986691,0.968657394,0.969225775,0.973099752,0.967215703,0.910344427,0.910429831,0.912186703,0.910046362,193.469243,190.6607842,165.6628402,203.1141245,0.799543562,0.798817017,0.800959676,0.798583525,0.894171998,0.893765639,0.894963506,0.893635007,Red Spinach Leaf
2.007309182,2.048773486,1.640146839,1.944865605,0.970250541,0.969369397,0.976326805,0.97070904,0.893787301,0.893880941,0.898963735,0.895228829,239.6991606,247.6749609,190.3149525,236.8427844,0.754300472,0.753053603,0.756257356,0.753541019,0.868504734,0.867786611,0.869630586,0.868067405,Red Spinach Leaf
1.857272798,1.817908403,1.420555539,1.667875783,0.966061919,0.967040693,0.976303976,0.971370618,0.904917639,0.905283457,0.908617725,0.90517389,182.9991294,178.3704332,127.4788765,154.9375848,0.787282379,0.786557167,0.789905894,0.787552096,0.887289343,0.886880582,0.888766501,0.88744132,Red Spinach Leaf
2.373853271,2.13302453,1.851832412,2.323342902,0.968103342,0.972786754,0.976441247,0.968566851,0.880451559,0.881660422,0.886372985,0.880914853,301.992379,258.5451657,222.562998,298.637239,0.727890236,0.727947937,0.730656263,0.727163024,0.853164835,0.85319865,0.854784337,0.852738544,Red Spinach Leaf
2.607051898,2.648362474,2.22640189,2.646424843,0.974291145,0.973904337,0.978329001,0.972978052,0.84652863,0.846476626,0.852128795,0.84739214,273.5493451,278.5690958,230.1126566,288.4571177,0.66580239,0.664243626,0.667812115,0.664387421,0.81596715,0.815011427,0.817197721,0.815099639,Red Spinach Leaf
1.854524546,1.767451722,1.36601898,1.713791754,0.961268924,0.963779916,0.973745533,0.965141349,0.921813538,0.92168393,0.925535469,0.922717793,253.4444892,237.8968946,171.398413,228.9548734,0.814918682,0.814643457,0.81756789,0.814791136,0.902728465,0.902576012,0.904194609,0.902657818,Red Spinach Leaf
2.254216586,2.33427714,2.039664719,2.242927975,0.97448761,0.972879066,0.976478052,0.973978757,0.86865381,0.868622608,0.872699305,0.869509315,240.9784168,257.0415318,221.7028418,246.6190892,0.705043375,0.703407767,0.706326049,0.703916092,0.83966861,0.838694084,0.840432061,0.838997075,Red Spinach Leaf
7.635684399,7.749328027,6.83683421,7.404729906,0.960331342,0.959037191,0.968212115,0.963638256,0.56486454,0.563284384,0.57337698,0.564946244,399.3377557,412.6724361,319.8491108,366.3198395,0.265066423,0.263098841,0.26906358,0.263678817,0.514846019,0.512931615,0.518713389,0.513496657,red binahong Leaf
8.653096494,8.400991649,6.685724654,8.266538361,0.952652159,0.95617446,0.972256228,0.956644457,0.604594113,0.603548114,0.614350444,0.604781584,712.3082785,660.1349883,417.0514617,653.0555193,0.315992174,0.31497692,0.321794516,0.314474109,0.562131812,0.561228046,0.56726935,0.560779911,red binahong Leaf
7.924257387,7.580375783,5.950142076,7.525143528,0.9523762,0.956356566,0.973090453,0.957057278,0.649029319,0.649836855,0.660054033,0.650127461,677.5258907,622.0003588,382.4011897,612.0139027,0.376587166,0.375853585,0.382840383,0.375255065,0.613666983,0.613068989,0.618740966,0.61258066,red binahong Leaf
6.563287767,6.545987735,5.957354433,6.862897965,0.96427057,0.9659938,0.970869959,0.960617701,0.638851587,0.637434054,0.643542503,0.635635317,362.9392851,345.9988974,295.59581,400.6984669,0.357196388,0.355911188,0.360197569,0.353704633,0.59765909,0.596582926,0.600164618,0.594730723,red binahong Leaf
6.412913537,6.353412056,5.541448368,6.469121868,0.962380433,0.963237793,0.971647241,0.962334702,0.605487114,0.604245741,0.612290769,0.603275243,359.3995491,351.6277727,270.662312,360.2657751,0.308218611,0.306631376,0.311656924,0.305520478,0.555174397,0.553743059,0.558262415,0.552739069,red binahong Leaf
6.418754386,6.241515527,5.056982799,6.222126174,0.960211592,0.962463828,0.975133593,0.963115811,0.633237152,0.632524398,0.642149922,0.633100868,405.7697965,383.3894931,253.3467601,376.730229,0.343953869,0.342918045,0.349283689,0.342155577,0.586475804,0.585592046,0.591002275,0.584940661,red binahong Leaf
8.438992697,8.470964901,7.317836164,8.131990475,0.963833673,0.962613196,0.971876457,0.965910965,0.531491463,0.530874719,0.541296905,0.532258195,512.2336144,529.6073558,398.3182541,482.8924028,0.227688249,0.225872106,0.231282967,0.225957558,0.477166898,0.47526004,0.480918878,0.475349933,red binahong Leaf
5.792471218,5.764939979,4.776089711,5.682215553,0.959324029,0.958602999,0.969262343,0.960806625,0.693700476,0.693606246,0.70124996,0.692461991,371.1871021,378.5119585,280.038265,358.363185,0.43301214,0.43130185,0.436589876,0.431105126,0.658036579,0.656735754,0.66074948,0.656585963,red binahong Leaf
4.886853868,5.151771268,4.563704287,4.981742563,0.971931801,0.967022326,0.973717376,0.970831908,0.684131984,0.682120789,0.688388778,0.68239441,263.2966488,309.9264124,246.1891348,274.123705,0.413115555,0.409838323,0.414868472,0.410894711,0.642740659,0.640186163,0.644102843,0.641010695,red binahong Leaf
6.639725565,6.614059238,5.461088593,6.389750783,0.958008616,0.959064502,0.971432339,0.960837336,0.642651071,0.6415721,0.650223742,0.642366601,422.5724421,412.6359734,287.1799493,394.7655402,0.36394115,0.362456309,0.368337168,0.362422438,0.603275352,0.602043444,0.606907875,0.602015314,red binahong Leaf
7.146203124,7.173806106,6.076666116,6.868162839,0.961236831,0.961366972,0.9718326,0.964633892,0.622789739,0.621013688,0.628216962,0.622011546,474.7145716,473.7772573,344.6481984,433.7132894,0.33730001,0.335655744,0.342045937,0.335922357,0.580775352,0.579358045,0.584846935,0.579588093,red binahong Leaf
6.62288521,6.58904619,5.518709682,6.491714509,0.963874042,0.963598477,0.974188551,0.965795998,0.612093977,0.612299855,0.623397385,0.612041638,446.4982263,450.5320133,318.7326082,423.3338792,0.314799706,0.313319307,0.31915185,0.31283057,0.561070144,0.559749326,0.564935262,0.559312587,red binahong Leaf
5.073644066,4.925508873,3.971934668,4.848701722,0.962364674,0.964549747,0.976482535,0.966296602,0.719832737,0.719120022,0.72597554,0.719247212,341.0894709,322.048232,212.8197008,306.1789079,0.468007645,0.467383622,0.473862226,0.46702761,0.684110843,0.683654607,0.688376515,0.683394183,red binahong Leaf
4.853433041,5.017986691,4.284852432,4.802368215,0.964890317,0.963179001,0.971441428,0.965578962,0.748220413,0.746424149,0.751977888,0.74736602,317.9130435,334.2987213,258.1581729,312.5094207,0.520108363,0.518637602,0.524057925,0.518610604,0.721185388,0.720164982,0.723918452,0.720146238,red binahong Leaf
4.422431716,5.032209029,4.251570615,4.72000261,0.972243674,0.963991326,0.971646401,0.967579485,0.717359716,0.711778726,0.719342693,0.7147984,263.5205567,342.6489366,268.8029109,308.5049713,0.455456376,0.451668716,0.457530432,0.451926093,0.674875082,0.67206303,0.676409959,0.672254485,red binahong Leaf
4.315035474,4.402622651,3.740990225,4.253275052,0.96811043,0.966852711,0.974067882,0.968534541,0.764859375,0.763156705,0.769152563,0.764566412,291.538534,303.8700287,236.6635627,288.4522443,0.541957038,0.540125899,0.545166445,0.54042407,0.736177314,0.734932581,0.738353875,0.735135409,red binahong Leaf
4.521628681,4.657385177,3.798857558,4.316714509,0.96060312,0.958927072,0.971043373,0.963630559,0.758476258,0.756590233,0.763173306,0.758584498,278.1521544,290.7713205,204.0917648,257.473493,0.531350212,0.529597488,0.535143046,0.529973963,0.728937729,0.72773449,0.73153472,0.727993107,red binahong Leaf
5.380337327,5.501722338,4.380945901,5.185934238,0.962494672,0.960865926,0.973747853,0.965277975,0.706460043,0.704659626,0.713904059,0.706503514,366.2146171,382.9743019,255.9717208,339.7970642,0.449349143,0.447185495,0.453769193,0.44807693,0.670335098,0.668719295,0.673623926,0.669385487,red binahong Leaf
4.836950025,4.958546451,4.129122561,4.713498173,0.963714302,0.962307192,0.97346697,0.965667545,0.743174958,0.741301586,0.747589532,0.742855516,335.9642013,349.8881524,245.2676251,318.695257,0.506686967,0.504476228,0.509987209,0.505343642,0.711819476,0.7102649,0.714133887,0.710875265,red binahong Leaf
4.703487617,4.6217119,3.709347875,4.340762004,0.959500742,0.960866474,0.973277474,0.964855728,0.769085232,0.767990582,0.77461418,0.770775865,370.3553432,358.8582529,243.9433444,322.2764027,0.546332648,0.545417413,0.551110449,0.545790343,0.739143185,0.738523807,0.742368135,0.738776247,red binahong Leaf
4.440655942,4.571463987,3.742759293,4.298806106,0.961173504,0.958881893,0.970924403,0.963389299,0.763960924,0.761966563,0.76806737,0.764162062,297.1653889,315.569024,222.1496256,280.9760504,0.538930958,0.536881993,0.542553945,0.537619238,0.734119172,0.732722317,0.736582613,0.73322523,red binahong Leaf
5.93863536,5.958018006,4.955433082,5.708689979,0.959437835,0.960074841,0.971454046,0.961974643,0.684675051,0.683104307,0.690659123,0.685390153,364.5437187,359.5683912,256.2114588,342.4586639,0.420609718,0.419155197,0.42515433,0.419215522,0.648544307,0.647421962,0.652038595,0.647468549,red binahong Leaf
4.840627355,4.611756263,3.83499062,4.609707724,0.969563813,0.97142607,0.978752636,0.97183809,0.749920675,0.751240753,0.75834834,0.751319817,386.3070181,363.6249804,269.2324964,358.3817132,0.514316376,0.513402882,0.518514872,0.513331187,0.717158543,0.716521376,0.720079768,0.716471344,red binahong Leaf
4.937193014,4.884955637,3.829910218,4.655036534,0.95942643,0.959777777,0.973946628,0.963963146,0.754431933,0.753767228,0.762749651,0.755075483,384.6033096,382.2996086,246.5444519,342.5189914,0.526113305,0.52476885,0.531450138,0.525464144,0.725336684,0.724409311,0.729006268,0.724889056,red binahong Leaf
10.47210816,10.05903901,8.48822727,10.11641114,0.944873275,0.947724645,0.964107255,0.94993594,0.461628217,0.461875206,0.47573225,0.461545558,658.7619481,624.0349915,429.3068394,597.6377381,0.159876229,0.158757935,0.164586489,0.158536638,0.399845257,0.398444393,0.405692604,0.398166596,red binahong Leaf
7.766125679,7.764740997,6.604298901,7.360604776,0.955768328,0.955610421,0.969207939,0.962376585,0.571002727,0.570702185,0.581766393,0.572678963,446.5512617,448.4613877,310.6369133,380.1038329,0.272324133,0.270902937,0.27705556,0.271531717,0.521846848,0.520483369,0.526360675,0.521087053,red binahong Leaf
10.63434601,10.29325091,8.841026837,10.19004763,0.940245452,0.943015021,0.960040769,0.94726677,0.542115193,0.542467786,0.552418051,0.542941879,738.1624717,704.124253,493.4298091,651.5883188,0.251785333,0.250466697,0.25674214,0.250809199,0.501782157,0.50046648,0.506697287,0.500808545,red binahong Leaf
10.26474506,10.53165123,9.367201599,10.0936815,0.954718729,0.951912102,0.961869778,0.956413575,0.365933001,0.365047185,0.378570427,0.364488413,553.9363581,586.2018691,467.7720915,531.3279391,0.081046607,0.07962353,0.083570349,0.079872353,0.284686857,0.282176416,0.289085366,0.282616973,red binahong Leaf
9.24491281,9.182182933,7.558980291,8.823884395,0.956690407,0.956136794,0.970699826,0.961299808,0.515466719,0.516523949,0.530391485,0.516603833,584.1757452,591.6857972,395.1942671,522.0401357,0.214869095,0.213141317,0.21909271,0.213298463,0.463539745,0.461672305,0.468073402,0.461842466,red binahong Leaf
11.86141142,12.15128197,10.62035984,11.92677779,0.941336742,0.938660924,0.954882638,0.939934719,0.322677866,0.319893286,0.331426168,0.319904408,741.9774292,770.7293483,573.1062899,754.7240377,0.059489543,0.058165855,0.061796607,0.05779605,0.243904782,0.241175983,0.248589233,0.24040809,red binahong Leaf
5.587346345,5.96743215,5.344660556,6.138941806,0.936140426,0.929013205,0.937615451,0.925495916,0.820703862,0.818782908,0.822404572,0.817929293,588.7839796,656.6140266,574.0124418,689.1482646,0.647241536,0.644041081,0.648527032,0.643366065,0.804513229,0.802521701,0.805311761,0.802101032,insulin Leaf
7.219795213,7.602237735,6.875812038,7.518195459,0.937549352,0.931552713,0.940620395,0.931778823,0.718512668,0.716223147,0.72076417,0.716572564,590.3478781,648.641036,560.4370571,646.4982972,0.48304405,0.47908213,0.485075646,0.479908328,0.695013705,0.69215759,0.696473723,0.692754161,insulin Leaf
7.264988695,7.218234603,6.116091071,7.467614823,0.927836261,0.928937162,0.944817474,0.923863866,0.766657723,0.765687345,0.772073187,0.765573604,700.6935276,692.0080441,534.8287665,741.4116649,0.560796804,0.558681872,0.565855804,0.558369867,0.748863675,0.747450247,0.752233876,0.747241505,insulin Leaf
6.003365472,6.15170929,5.332905646,6.354958246,0.938313515,0.935237016,0.945963948,0.931665178,0.806526351,0.805467173,0.809844872,0.804849915,700.3879454,737.6183847,612.3160736,778.2998499,0.621329866,0.618950395,0.624222191,0.618467792,0.788244801,0.786734005,0.790077332,0.786427233,insulin Leaf
5.942806466,6.060901618,5.400020088,6.124745564,0.937627386,0.935491335,0.945574654,0.933719042,0.771669652,0.77026625,0.774682214,0.770142177,477.1685335,494.9414014,415.6082647,508.5392811,0.566038586,0.563294094,0.568993889,0.563494581,0.752355359,0.750529209,0.754316836,0.750662761,insulin Leaf
7.822604538,7.790520616,6.998940503,8.085895094,0.938874463,0.939218274,0.948836486,0.934188152,0.675584837,0.674514217,0.680209155,0.673770801,600.370072,598.2397834,501.8599001,647.7483951,0.419697493,0.417727423,0.423878943,0.416892614,0.647840639,0.646318361,0.651059861,0.645672218,insulin Leaf
5.865140726,6.058911795,5.293778776,6.083174582,0.948802265,0.94579854,0.954295408,0.944394552,0.773150216,0.772027787,0.77661356,0.772257211,593.3608657,629.9697612,528.7422052,646.2879567,0.560003022,0.557355583,0.562958362,0.557807973,0.748333497,0.746562511,0.750305512,0.746865432,insulin Leaf
6.215832012,6.431830637,5.758214342,6.423499478,0.947569475,0.94372658,0.951811558,0.943497917,0.75243335,0.751360585,0.755593356,0.751043831,569.1709894,612.5485451,522.2233109,615.0375848,0.531550118,0.528637016,0.533991688,0.529039317,0.729074837,0.727074285,0.730747349,0.72735089,insulin Leaf
7.192306193,7.156158664,6.37782249,7.396927192,0.945511779,0.945598221,0.953209277,0.941445825,0.724820409,0.723892068,0.729055647,0.723333278,728.9564633,729.6071634,624.9960374,785.2968489,0.485261432,0.483251862,0.488890326,0.482816087,0.696607086,0.695163191,0.699206926,0.694849686,insulin Leaf
5.042081395,5.193325939,4.601152811,5.377570459,0.93580168,0.932951519,0.943426544,0.928410998,0.830871326,0.829616497,0.833203483,0.829056669,483.0545622,506.1694481,424.7951477,540.4472208,0.667190247,0.664895917,0.669582161,0.664039774,0.816817144,0.815411502,0.818280002,0.814886357,insulin Leaf
6.792646638,6.690468424,5.895203751,6.803522965,0.940009728,0.942127511,0.951615184,0.938750509,0.730220372,0.72959624,0.734799214,0.729437536,533.8472349,516.3251827,429.8728474,546.4540188,0.498064391,0.495943814,0.50203759,0.496517699,0.705736772,0.704232784,0.70854611,0.70464012,insulin Leaf
6.891213389,6.902642223,6.17614868,7.25483429,0.94259913,0.942089793,0.950384806,0.93589173,0.735614525,0.734678759,0.739350668,0.732974104,559.3261974,565.7698134,482.6604522,626.3234995,0.509840158,0.507729502,0.513322151,0.506354429,0.714030922,0.712551403,0.716465038,0.711585855,insulin Leaf
8.496384391,8.549432411,7.792267291,8.922109864,0.939574669,0.93880142,0.946757484,0.932622914,0.67233243,0.671179794,0.676222226,0.669888301,646.1705248,655.8029619,568.6017036,722.0117367,0.420030191,0.417386206,0.422985329,0.416181762,0.648097362,0.646054337,0.650373223,0.645121509,insulin Leaf
5.56863484,5.972853601,5.564225935,6.244793841,0.931722544,0.924323888,0.931638355,0.918249761,0.828626202,0.82644438,0.82907897,0.825397128,537.2067102,597.3863648,536.7502017,645.335458,0.666443922,0.662500925,0.666083946,0.661635746,0.816360167,0.813941598,0.816139661,0.813409949,insulin Leaf
6.773636269,7.090651096,5.673616579,6.3751631,0.927674633,0.921910018,0.944863612,0.934386936,0.786201554,0.784358793,0.791208823,0.786806365,647.641993,701.3803105,492.7795177,589.3164535,0.59241941,0.588971085,0.597714797,0.592996984,0.769687865,0.767444516,0.77312017,0.770062974,insulin Leaf
7.457249409,7.603901357,6.887236462,7.832332985,0.939211486,0.936730653,0.944982175,0.933151087,0.734614153,0.733687061,0.738045642,0.732426057,639.2894631,667.1297299,577.6408726,704.8736822,0.508388279,0.504897692,0.510202464,0.504850575,0.713013519,0.710561533,0.714284582,0.710528377,insulin Leaf
4.329244523,4.451109081,3.989541111,4.649367171,0.918487811,0.915179934,0.926353818,0.909069157,0.888954713,0.888137811,0.890516739,0.887257727,504.1354375,526.5073134,454.4405953,564.439007,0.774787521,0.772954958,0.776524951,0.772192492,0.880220155,0.87917857,0.881206532,0.878744839,insulin Leaf
6.278437589,6.220485386,5.491558044,6.482802714,0.941948861,0.943114279,0.952125447,0.937623565,0.751506078,0.75059707,0.755398895,0.749748315,533.7975649,524.5046647,439.4650998,575.1308194,0.52934606,0.527504537,0.533448327,0.526803147,0.727561723,0.726295076,0.73037547,0.725812061,insulin Leaf
5.02105694,4.964457203,4.077067882,4.821522704,0.939089754,0.940317662,0.955853371,0.942455851,0.820153132,0.819891801,0.824835374,0.820469265,471.6346319,463.6166754,341.1380489,447.007072,0.64588974,0.644534466,0.650643277,0.645419566,0.803672657,0.802829039,0.806624619,0.803380088,insulin Leaf
7.94464838,8.139440892,7.339800478,8.37991584,0.942532898,0.940152008,0.948361957,0.936285919,0.682974307,0.680345312,0.6857717,0.680038898,726.468603,758.1648519,651.9077622,807.1411437,0.424288017,0.421055985,0.427132453,0.420784141,0.651373946,0.648888269,0.653553711,0.648678766,insulin Leaf
8.060048988,8.691629697,8.206125643,8.850039144,0.939644881,0.9305223,0.933269849,0.926853855,0.673422416,0.670002388,0.675383174,0.669519333,646.0043173,745.2100731,713.3906628,784.5574113,0.413778346,0.408268937,0.412927535,0.408864387,0.64325605,0.638959261,0.642594379,0.639425044,insulin Leaf
7.889400712,7.876552714,6.945777726,8.178405532,0.942705513,0.942643437,0.952023955,0.937602472,0.649350467,0.648484116,0.654708437,0.646933321,603.7802503,605.4902075,505.0204544,658.7056563,0.37396011,0.371539871,0.3783158,0.371200261,0.611522779,0.609540705,0.615073816,0.609262063,insulin Leaf
5.73684997,5.955212683,4.772143327,5.54674452,0.935150465,0.931134963,0.950225565,0.937449549,0.81340716,0.811634819,0.817462138,0.81376917,566.7803477,603.7975535,434.1500274,548.4322808,0.637168754,0.634362574,0.641487039,0.63682689,0.79822851,0.796468816,0.80092886,0.798014342,insulin Leaf
7.69495699,7.568365084,6.454190522,7.895048278,0.939904863,0.94130562,0.953520679,0.936209966,0.702264599,0.701876294,0.70881949,0.700660615,681.278613,666.9570394,526.1739778,724.8600665,0.452493806,0.450905942,0.458167155,0.450108233,0.672676598,0.671495303,0.676880458,0.670901061,insulin Leaf
7.854186699,8.029951722,7.330832013,8.250156576,0.945616846,0.943386322,0.949486545,0.939400852,0.686087672,0.684198458,0.689462983,0.683955507,707.85023,738.4765853,656.6046521,790.4636026,0.4312519,0.428103644,0.433380823,0.4277782,0.656697723,0.654296297,0.658316659,0.654047552,insulin Leaf
4.548727878,4.8715488,4.201913575,4.82480428,0.932298711,0.924778716,0.937675621,0.925797869,0.863971907,0.86271827,0.865955901,0.862722625,532.0078744,593.1643528,488.6793418,585.127727,0.724948592,0.722341057,0.726641373,0.722451708,0.85143913,0.849906499,0.852432621,0.849971593,insulin Leaf
7.277144676,7.644200157,6.720769059,7.650763309,0.927938025,0.922839431,0.936077432,0.92251057,0.768242321,0.765862485,0.77105646,0.765977929,727.8695002,781.6312109,644.4747843,784.9625522,0.561716729,0.557907192,0.563942155,0.558160561,0.749477637,0.746931852,0.750960821,0.74710144,insulin Leaf
5.582044752,5.978196764,5.203809005,5.887911013,0.933761335,0.925480521,0.938009852,0.92678721,0.825926945,0.823905517,0.828216917,0.824664027,534.1218912,602.8804084,498.8236018,592.308977,0.659189142,0.655992868,0.660913313,0.656384021,0.811904639,0.809933866,0.812965751,0.810175303,insulin Leaf
